"subjectID","conditionProtoStr","colorScaleStr","darkSideStr","darkLegendOrientStr","targetOrientStr","rt.0","rt.1","rt.2","rt.3","rt.4","rt.5","rt.6","rt.7","rt.8","rt.9","rt.10","rt.11","rt.12","rt.13","rt.14","rt.15","rt.16","rt.17","rt.18","rt.19"
11973,"faster","Blue","dark-left","dark-high","target-high",825,814,1229,774,2068,1667,2218,1286,1389,1222,1017,1402,1547,1474,807,2126,750,859,958,867
11973,"faster","Blue","dark-left","dark-high","target-low",2527,1484,1625,1015,1364,1557,1184,1220,1420,1140,1456,1375,1881,954,1073,1015,1217,1293,1111,1093
11973,"faster","Blue","dark-left","dark-low","target-high",1277,1241,1271,945,719,1847,813,1140,908,1836,1302,1632,1685,1778,964,1106,961,1074,924,1131
11973,"faster","Blue","dark-left","dark-low","target-low",944,1388,2293,1240,1280,1533,1842,1384,1960,1323,1197,1245,1504,1080,1251,1484,1240,1252,1259,1422
11973,"faster","Blue","dark-right","dark-high","target-high",965,1251,4546,1425,1334,848,1797,1169,992,948,1690,1826,999,991,1785,1739,929,1346,1676,2657
11973,"faster","Blue","dark-right","dark-high","target-low",1242,2441,1543,1264,1259,2994,1955,891,1146,1468,925,1484,1185,1363,3265,2103,1136,2648,1212,1509
11973,"faster","Blue","dark-right","dark-low","target-high",1311,908,2029,964,1640,1669,1071,1363,1973,1188,1048,1336,963,1053,1107,1152,844,1591,1285,1345
11973,"faster","Blue","dark-right","dark-low","target-low",2289,1375,1227,1204,2342,1374,1835,2053,2789,1722,1540,1065,1034,1997,1487,1200,1571,1107,1111,941
11973,"faster","Hot","dark-left","dark-high","target-high",1225,777,1757,1063,824,808,1488,1235,2063,1232,1306,1216,909,1595,1440,1390,1404,1569,904,1496
11973,"faster","Hot","dark-left","dark-high","target-low",1287,1277,1075,1405,1043,1292,1946,1415,1413,1189,1283,1265,1317,1468,1676,940,1125,2298,2394,1616
11973,"faster","Hot","dark-left","dark-low","target-high",1095,1202,935,2092,1946,823,1261,1663,1167,1135,1426,2697,1349,1873,1377,923,1167,1737,1708,3733
11973,"faster","Hot","dark-left","dark-low","target-low",1100,6440,1586,1643,1695,956,1116,1538,1142,1499,1638,1291,1249,974,954,1836,1328,983,1167,1598
11973,"faster","Hot","dark-right","dark-high","target-high",2829,1849,952,987,1048,1109,763,983,1925,1297,1043,1482,805,968,873,1552,1047,1285,1078,806
11973,"faster","Hot","dark-right","dark-high","target-low",1923,1506,1527,2839,1241,1058,1336,1205,1394,1838,1526,1882,1203,1105,3113,1177,1745,1034,1537,1462
11973,"faster","Hot","dark-right","dark-low","target-high",1286,1114,1460,1175,1451,1002,1919,810,849,1206,1284,1430,1306,1672,1414,1295,1085,1022,1419,1482
11973,"faster","Hot","dark-right","dark-low","target-low",1172,1778,1613,1123,1465,1309,1544,2073,1492,1697,3366,2040,1258,1295,1100,1272,1560,989,1225,1927
