0,1674.5,1638.4,1546.6,1572
0,968.02,972.08,968.15,937.87
0,1318.1,1257.9,1269.6,1306
0,1043.1,1005.4,1098.6,1047.6
0,2103,2020.6,2212.8,2263
0,1001.3,997.26,972.77,984.34
0,1170.2,1114.9,1194.5,1100.5
0,1489.1,1433.7,1453.8,1367.3
0,1297.7,1329.9,1267,1307.6
0,1489.7,1496.1,1514.6,1479.1
0,2144.4,2124.5,2307.9,1833.2
0,1336,1347.2,1316.8,1336.7
0,1152.4,1148.3,1180.9,980.57
0,1343.7,1295.5,1292,1314
0,1076.5,1189.7,1212.4,1120.3
0,1020.9,1095.4,1012.3,1029.6
0,1783.6,1616,1776.3,1676.4
0,929.45,929.75,934.13,963.41
0,1210.6,1288.5,1345.7,1291.2
0,1323.1,1276.8,1231.1,1226.4
0,1575,1372.3,1549.9,1520.2
0,1095,1104.4,1040.9,1084.1
0,1336.8,1348.8,1276.2,1309.7
0,981,992.8,925.52,983.89
0,1644.2,1495.3,1557,1477.7
0,1139.6,1217.4,1195.2,1223.5
0,1253.2,1188.9,1216.9,1192.3
0,1585.5,1652.7,1552.1,1721.3
0,1241.6,1227,1319.1,1237.1
0,1250.5,1193.8,1191.4,1184.6
1,1229.4,1359.7,1248.9,1299.9
1,1401.3,1407.2,1389.9,1620
1,2549.7,2947.3,2475.9,2678.3
1,2415.6,2609.8,2077.2,2186.9
1,1544.8,1460.6,1555.1,1406.7
1,1451.5,1569.4,1523.9,1501.2
1,1397.3,1466.4,1495,1486.2
1,1039.2,1093.4,1134,1139.9
1,1520.8,1457.8,1556.6,1535.2
1,1600.4,2065.4,1879,1884.6
1,963.88,1050.8,959.83,976.24
1,1338.5,1357.6,1295.9,1326
1,1501.2,1578.8,1522.2,1426.9
1,1100.5,1101.5,1139.9,1143.2
1,1153.3,1277.2,1184.7,1349.2
1,1212.8,1318.2,1335.6,1272.6
1,2068.7,2197.4,2269.4,2197.2
1,1367.6,1464.5,1268.6,1621.2
1,1277.9,1361.6,1261.4,1282.9
1,1660.9,1626.1,1792.4,1998.7
1,981.92,961.36,969.48,948.32
1,1562.3,1691.4,1552.4,1491
1,1050.6,1070.4,1032.2,1075.7
1,1740.3,1593.3,1632.3,1655.1
1,1187.3,1235.5,1244.4,1219
1,1059.2,1127,1077.8,1191.7
1,907.35,902.41,905.81,902.79
1,1087,1142.5,1131.4,1152.8
1,1274,1408.1,1208.3,1407.1
1,1461,1615.1,1460.5,1463.5
