0,907.2,931.83,869.16,951.7
0,992.67,1045.2,950.11,1024
0,1656,1654.2,1451.5,1642.6
0,1028.8,1122.5,1059.8,1088.2
0,1188,1238,1214.5,1214
0,1098.2,1044.3,1097.9,1051.3
0,1481,1664.9,1566.2,1583.7
0,2498.6,2037.7,2064.8,2121.9
0,1106.5,1204.7,1152.3,1135.3
0,849.16,993.8,853.63,980.28
0,1116.9,1115.3,1068.8,1136.1
0,1304.2,1325.7,1398.8,1410.5
0,1510.8,1641.6,1460.6,1440.2
0,856.76,868.26,846.53,860.31
0,1096.8,1304.2,1113.7,1138.3
0,1208.2,1440.3,1330.6,1430.2
0,1265.6,1255,1274.4,1277.3
0,1171.4,1305.5,1315.6,1410.5
0,1707.4,1676.7,1631.2,1626.5
0,1079.9,1181.3,1082,1168.7
0,1529,1711.6,1444.7,1525.2
0,1080.2,971.53,1061.3,1046.8
0,1178,1199.7,1177.2,1192.7
0,1123.1,1119.6,1124.1,1167.5
0,1121.5,1207.9,1126.5,1131.7
0,1092.1,1214.2,1060.2,1133.8
0,1359.1,1442.3,1327.2,1452.2
0,1456.4,1541.4,1374.6,1525.4
0,1071.2,1122,1040.4,1026.9
0,1777.3,1910,1945,1673
1,1224.9,1279.4,1131.6,1342.9
1,1260.9,1346.3,1212.6,1351.9
1,1183,1337.5,1261.2,1346.7
1,878.58,955.18,864.1,1004.5
1,1087.1,1236.2,1159.6,1241.2
1,1006.5,1138.4,1032.1,1086.9
1,1248.7,1342.8,1174.1,1316.6
1,2025.6,1992.6,2152.9,2007.3
1,1040.2,1141.9,1044,1108.9
1,1110.5,1284,1112.3,1261.2
1,1255,1275.9,1271,1293.9
1,1122,1196.6,1141.1,1262.4
1,1196.5,1359.7,1250.2,1171.5
1,1262.9,1201,1305.4,1214.7
1,1246.4,1417.4,1301.2,1381.4
1,1307.8,1490.4,1323.7,1564.5
1,1060,1068.9,1015.5,1037.9
1,1226.8,1265.7,1155.3,1251.7
1,979.83,923.33,954.28,950.85
1,1049.5,1053.3,1015,1111.5
1,1169.2,1286.7,1148,1300
1,1416,1448.6,1316.8,1425.1
1,1028.2,1103.9,1022.1,1061.9
1,1140.7,1229.8,1125,1154.1
1,1068.2,1126.9,1004.7,1182.5
1,1041,1016,1009.8,1026.1
1,1446.4,1487.6,1483,1566.1
1,1587.9,1652.7,1555.4,1752.7
1,1078.9,1066.2,1081.4,1107.2
1,1177.6,1296.9,1146.4,1374.3
