"subjectID","conditionProtoStr","colorScaleStr","darkSideStr","darkLegendOrientStr","targetOrientStr","rt.0","rt.1","rt.2","rt.3","rt.4","rt.5","rt.6","rt.7","rt.8","rt.9","rt.10","rt.11","rt.12","rt.13","rt.14","rt.15","rt.16","rt.17","rt.18","rt.19"
15720,"index","Blue","dark-left","dark-high","target-high",1323.765,1922.145,892.455,1116.74,1022.39,1165.625,1082.34,1426,1235.88,1555.485,1290.66,1100.595,974.85,1017.95,1236.15,1437.84,1265.7,1391.525,893.775,1289.76
15720,"index","Blue","dark-left","dark-high","target-low",2518.27,1343.105,1224.335,1222.3,1135.33,1340.835,1184.36,1229.47,955.795,1222.785,2434.615,1051.64,1080.24,1188.46,1119.685,2065.87,1626.625,1033.97,1193.515,1822.14
15720,"index","Blue","dark-left","dark-low","target-high",962.14,1450.95,1123,1254.785,1387.645,1325.925,1122.625,2047.77,1504.23,1071.06,1324.305,785.585,1186.145,983.235,1748.82,1170.355,972.34,1103.025,975.65,1186.49
15720,"index","Blue","dark-left","dark-low","target-low",1150.075,1100.24,1512.325,1251.72,1423.28,1322.815,1391.15,1031.43,1202.395,984.695,1071.115,971.95,1189.185,1135.825,1254.305,2082.24,922.925,1090.195,1276.67,1253.17
15720,"index","Blue","dark-right","dark-high","target-high",768.585,1066.35,908.115,1031.665,941.065,1161.925,1432.835,1560.3,834.705,2098.895,1118.035,1118.29,1007.72,990.02,816.07,2346.29,1034.675,1143.76,1590.315,1082.935
15720,"index","Blue","dark-right","dark-high","target-low",1309.76,1579.78,1072.68,1355.99,1536.785,1000.33,1385.185,1634.8,1348.915,1150.205,1275.63,1720.075,1253.605,1133.395,1475.63,775.855,1261.075,1051.35,1595.795,1693.5
15720,"index","Blue","dark-right","dark-low","target-high",1066.77,1009.15,908.565,1171.6,1307.155,935.01,937.795,1155.425,1433.665,1248.265,1238.885,1239.515,1631.49,1004.2,966.685,1075.12,1217.255,905.625,2045.745,1141.77
15720,"index","Blue","dark-right","dark-low","target-low",886.04,879.35,1313.99,1043.565,1188.52,1385.71,1004.56,1574.215,994.89,1034.19,1371.205,943.66,1258.84,1728.385,1034.415,1180.24,1057.135,1714.5,1243.24,1020.645
15720,"index","Hot","dark-left","dark-high","target-high",899.52,946.17,2222.945,879.14,854.215,857.54,779.82,977.565,927.07,967.605,977.48,1493.175,1008.34,856.74,1239.12,1055.02,1364.29,1286.345,1039.42,1189.35
15720,"index","Hot","dark-left","dark-high","target-low",1272.805,1058.665,990.265,1095.7,871.565,1092.535,1439.515,937.695,1067.22,1163.875,1056.765,1506.64,2102.345,1130.065,1012.245,1290.355,1066.475,1504.775,1337.555,1306.275
15720,"index","Hot","dark-left","dark-low","target-high",963.91,1151.67,1039.67,860.16,1273.485,952.475,1525.31,916.525,1113.955,1754.765,1191.02,1260.51,1108.33,1583.035,1492.19,1541.705,1034.47,1226.48,1175.85,1969.65
15720,"index","Hot","dark-left","dark-low","target-low",2257.91,830.32,1030.365,1053.09,1113.565,934.68,1795.96,981.85,1636.385,1153.235,1182.35,1007.925,1016.02,1283.37,1610.045,1140.24,1269.42,1340.93,1589.265,1192.67
15720,"index","Hot","dark-right","dark-high","target-high",1319.515,856.74,1153.88,835.71,1571.12,1319.295,893.93,771.695,963.975,897.34,1596.39,912.66,1365.78,1028.89,1253.7,1065.02,923.16,1149.02,992.325,1160.72
15720,"index","Hot","dark-right","dark-high","target-low",1029.01,1255.255,1215.98,872.255,1103.25,1334.08,1356.4,1331.82,1057.825,1403.695,1442.49,2313.175,1497.245,807.035,1354.11,1314.095,1332.445,878.515,1259.4,1477.49
15720,"index","Hot","dark-right","dark-low","target-high",1439.005,1046.88,980.585,1125.48,839.995,1085.075,1632.05,911.875,1007.035,1200.29,1347.605,1061.6,1197.92,875.615,1181.54,1212.35,1021.555,692.525,1068.34,1517.855
15720,"index","Hot","dark-right","dark-low","target-low",917.9,1074.915,1025.765,1630.73,1134.165,1088.295,1167.19,1151.745,1150.315,999.955,1203.935,1358.55,1152.185,984.735,1022.905,1247.19,1082.075,963.98,883.71,1190.81
